sab
saccade,"a rapid, jerky movement of the eyes between positions of rest","an abrupt spasmodic movement"
saccades,"a rapid, jerky movement of the eyes between positions of rest","an abrupt spasmodic movement"
saccadic,"of or related to the rapid movement of the eyes between points of fixation"
saccate
saccharin,"a crystalline substance 500 times sweeter than sugar; used as a calorie-free sweetener"
saccharine,"overly sweet"
saccharins,"a crystalline substance 500 times sweeter than sugar; used as a calorie-free sweetener"
saccular
saccule,"a small sac or pouch (especially the smaller chamber of the membranous labyrinth)"
saccules,"a small sac or pouch (especially the smaller chamber of the membranous labyrinth)"
sacculi
sacculus,"a small sac or pouch (especially the smaller chamber of the membranous labyrinth)"
sachem,"a political leader (especially of Tammany Hall)","a chief of a North American tribe or confederation (especially an Algonquian chief)"
sachemic
sachems,"a political leader (especially of Tammany Hall)","a chief of a North American tribe or confederation (especially an Algonquian chief)"
sachet,"a small soft bag containing perfumed powder; used to perfume items in a drawer or chest"
sacheted
sachets,"a small soft bag containing perfumed powder; used to perfume items in a drawer or chest"
sack,"a bag made of paper or plastic for holding customer's purchases","an enclosed space; "the trapped miners found a pocket of air"","the quantity contained in a sack","any of various light dry strong white wine from Spain and Canary Islands (including sherry)","a woman's full loose hiplength jacket","a hanging bed of canvas or rope netting (usually suspended between two trees); swings easily","a loose-fitting dress hanging straight from the shoulders without a waist","the plundering of a place by an army or mob; usually involves destruction and slaughter; "the sack of Rome"","the termination of someone's employment (leaving them free to depart)","plunder (a town) after capture; "the barbarians sacked Rome"","terminate the employment of; discharge from an office or position; "The boss fired his secretary today"; "The company terminated 25% of its workers"","make as a net profit; "The company cleared $1 million"","put in a sack; "The grocer sacked the onions""
sackbut,"a medieval musical instrument resembling a trombone"
sackbuts,"a medieval musical instrument resembling a trombone"
sackcloth,"a garment made of coarse sacking; formerly worn as an indication of remorse","a coarse cloth resembling sacking"
sackcloths,"a garment made of coarse sacking; formerly worn as an indication of remorse","a coarse cloth resembling sacking"
sacked,"having been robbed and destroyed by force and violence; "the raped countryside""
sacker
sackers
sackful,"the quantity contained in a sack"
sackfuls,"the quantity contained in a sack"
sacking,"coarse fabric used for bags or sacks","the termination of someone's employment (leaving them free to depart)"
sackings,"coarse fabric used for bags or sacks","the termination of someone's employment (leaving them free to depart)"
sacklike
sacks,"a bag made of paper or plastic for holding customer's purchases","an enclosed space; "the trapped miners found a pocket of air"","the quantity contained in a sack","any of various light dry strong white wine from Spain and Canary Islands (including sherry)","a woman's full loose hiplength jacket","a hanging bed of canvas or rope netting (usually suspended between two trees); swings easily","a loose-fitting dress hanging straight from the shoulders without a waist","the plundering of a place by an army or mob; usually involves destruction and slaughter; "the sack of Rome"","the termination of someone's employment (leaving them free to depart)","plunder (a town) after capture; "the barbarians sacked Rome"","terminate the employment of; discharge from an office or position; "The boss fired his secretary today"; "The company terminated 25% of its workers"","make as a net profit; "The company cleared $1 million"","put in a sack; "The grocer sacked the onions""
sacksful
saclike,"shaped like a pouch"
sacque,"a woman's full loose hiplength jacket"
sacques,"a woman's full loose hiplength jacket"
sacra,"wedge-shaped bone consisting of five fused vertebrae forming the posterior part of the pelvis; its base connects with the lowest lumbar vertebra and its tip with the coccyx"
sacral,"of or relating to or near the sacrum","of or relating to sacred rites; "sacral laws""
sacrals,"of or relating to or near the sacrum","of or relating to sacred rites; "sacral laws""
sacrament,"a formal religious ceremony conferring a specific grace on those who receive it; the two Protestant ceremonies are baptism and the Lord's Supper; in the Roman Catholic Church and the Eastern Orthodox Church there are seven traditional rites accepted as instituted by Jesus: baptism and confirmation and Holy Eucharist and penance and holy orders and matrimony and extreme unction"
sacramental,"of or relating to or involving a sacrament"
sacraments,"a formal religious ceremony conferring a specific grace on those who receive it; the two Protestant ceremonies are baptism and the Lord's Supper; in the Roman Catholic Church and the Eastern Orthodox Church there are seven traditional rites accepted as instituted by Jesus: baptism and confirmation and Holy Eucharist and penance and holy orders and matrimony and extreme unction"
sacraria
sacred,"concerned with religion or religious purposes; "sacred texts"; "sacred rites"; "sacred music"","worthy of respect or dedication; "saw motherhood as woman's sacred calling"","made or declared or believed to be holy; devoted to a deity or some religious ceremony or use; "a consecrated church"; "the sacred mosque"; "sacred elephants"; "sacred bread and wine"; "sanctified wine"","worthy of religious veneration; "the sacred name of Jesus"; "Jerusalem's hallowed soil"","(often followed by `to') devoted exclusively to a single use or purpose or person; "a fund sacred to charity"; "a morning hour sacred to study"; "a private office sacred to the President""
sacredly,"by religion; "religiously inspired art""
sacrifice,"the act of losing or surrendering something as a penalty for a mistake or fault or failure to perform etc.","personnel that are sacrificed (e.g., surrendered or lost in order to gain an objective)","a loss entailed by giving up or selling something at less than its value; "he had to sell his car at a considerable sacrifice"","the act of killing (an animal or person) in order to propitiate a deity","(baseball) an out that advances the base runners","endure the loss of; "He gave his life for his children"; "I gave two sons to the war"","kill or destroy; "The animals were sacrificed after the experiment"; "The general had to sacrifice several soldiers to save the regiment"","sell at a loss","make a sacrifice of; in religious rituals"
sacrificed
sacrifices,"the act of losing or surrendering something as a penalty for a mistake or fault or failure to perform etc.","personnel that are sacrificed (e.g., surrendered or lost in order to gain an objective)","a loss entailed by giving up or selling something at less than its value; "he had to sell his car at a considerable sacrifice"","the act of killing (an animal or person) in order to propitiate a deity","(baseball) an out that advances the base runners","endure the loss of; "He gave his life for his children"; "I gave two sons to the war"","kill or destroy; "The animals were sacrificed after the experiment"; "The general had to sacrifice several soldiers to save the regiment"","sell at a loss","make a sacrifice of; in religious rituals"
sacrificial,"used in or connected with a sacrifice; "sacrificial lamb""
sacrificially
sacrificing
sacrilege,"blasphemous behavior; the act of depriving something of its sacred character; "desecration of the Holy Sabbath""
sacrileges,"blasphemous behavior; the act of depriving something of its sacred character; "desecration of the Holy Sabbath""
sacrilegious,"grossly irreverent toward what is held to be sacred; "blasphemous rites of a witches' Sabbath"; "profane utterances against the Church"; "it is sacrilegious to enter with shoes on""
sacrilegiously,"in a sacrilegious manner"
sacrist
sacristies
sacrists
sacristy,"a room in a church where sacred vessels and vestments are kept or meetings are held"
sacrosanct,"must be kept sacred"
sacrum,"wedge-shaped bone consisting of five fused vertebrae forming the posterior part of the pelvis; its base connects with the lowest lumbar vertebra and its tip with the coccyx"
sacs,"an enclosed space; "the trapped miners found a pocket of air"","a case or sheath especially a pollen sac or moss capsule","a member of the Algonquian people formerly living in Wisconsin in the Fox River valley and on the shores of Green Bay","a structure resembling a bag in an animal"
sad,"experiencing or showing sorrow or unhappiness; "feeling sad because his dog had died"; "Better by far that you should forget and smile / Than that you should remember and be sad"- Christina Rossetti","of things that make you feel sad; "sad news"; "she doesn't like sad movies"; "it was a very sad story"; "When I am dead, my dearest, / Sing no sad songs for me"- Christina Rossetti","bad; unfortunate; "my finances were in a deplorable state"; "a lamentable decision"; "her clothes were in sad shape"; "a sorry state of affairs""
sadden,"make unhappy; "The news of her death saddened me"","come to feel sad"
saddened
saddening
saddens,"make unhappy; "The news of her death saddened me"","come to feel sad"
sadder,"experiencing or showing sorrow or unhappiness; "feeling sad because his dog had died"; "Better by far that you should forget and smile / Than that you should remember and be sad"- Christina Rossetti","of things that make you feel sad; "sad news"; "she doesn't like sad movies"; "it was a very sad story"; "When I am dead, my dearest, / Sing no sad songs for me"- Christina Rossetti","bad; unfortunate; "my finances were in a deplorable state"; "a lamentable decision"; "her clothes were in sad shape"; "a sorry state of affairs""
saddest,"experiencing or showing sorrow or unhappiness; "feeling sad because his dog had died"; "Better by far that you should forget and smile / Than that you should remember and be sad"- Christina Rossetti","of things that make you feel sad; "sad news"; "she doesn't like sad movies"; "it was a very sad story"; "When I am dead, my dearest, / Sing no sad songs for me"- Christina Rossetti","bad; unfortunate; "my finances were in a deplorable state"; "a lamentable decision"; "her clothes were in sad shape"; "a sorry state of affairs""
saddhu,"(Hinduism) an ascetic holy man"
saddhus,"(Hinduism) an ascetic holy man"
saddle,"a seat for the rider of a horse or camel","a pass or ridge that slopes gently between two peaks (is shaped like a saddle)","cut of meat (especially mutton or lamb) consisting of part of the backbone and both loins","a piece of leather across the instep of a shoe","a seat for the rider of a bicycle","posterior part of the back of a domestic fowl","put a saddle on; "saddle the horses"","load or burden; encumber; "he saddled me with that heavy responsibility"","impose a task upon, assign a responsibility to; "He charged her with cleaning up all the files over the weekend""
saddled,"having a saddle on or being mounted on a saddled animal; "saddled and spurred and ready to ride"","subject to an imposed burden; "left me saddled with the bill"; "found himself saddled with more responsibility than power""
saddler,"a maker and repairer and seller of equipment for horses"
saddleries
saddlers,"a maker and repairer and seller of equipment for horses"
saddlery,"gear for a horse","workshop where a saddler works"
saddles,"a seat for the rider of a horse or camel","a pass or ridge that slopes gently between two peaks (is shaped like a saddle)","cut of meat (especially mutton or lamb) consisting of part of the backbone and both loins","a piece of leather across the instep of a shoe","a seat for the rider of a bicycle","posterior part of the back of a domestic fowl","put a saddle on; "saddle the horses"","load or burden; encumber; "he saddled me with that heavy responsibility"","impose a task upon, assign a responsibility to; "He charged her with cleaning up all the files over the weekend""
saddling
sade,"French soldier and writer whose descriptions of sexual perversion gave rise to the term `sadism' (1740-1814)"
sades,"French soldier and writer whose descriptions of sexual perversion gave rise to the term `sadism' (1740-1814)"
sadhe,"the 18th letter of the Hebrew alphabet"
sadhes,"the 18th letter of the Hebrew alphabet"
sadhu,"(Hinduism) an ascetic holy man"
sadhus,"(Hinduism) an ascetic holy man"
sadi
sadiron
sadirons
sadis
sadism,"sexual pleasure obtained by inflicting harm (physical or psychological) on others"
sadisms,"sexual pleasure obtained by inflicting harm (physical or psychological) on others"
sadist,"someone who obtains pleasure from inflicting pain or others"
sadistic,"deriving pleasure or sexual gratification from inflicting pain on another"
sadistically
sadists,"someone who obtains pleasure from inflicting pain or others"
sadly,"in an unfortunate way; "sadly he died before he could see his grandchild"","with sadness; in a sad manner; "`She died last night,' he said sadly"","in an unfortunate or deplorable manner; "he was sadly neglected"; "it was woefully inadequate""
sadness,"emotions experienced when not in a state of well-being","the state of being sad; "she tired of his perpetual sadness"","the quality of excessive mournfulness and uncheerfulness"
sadnesses
sae
safari,"an overland journey by hunters (especially in Africa)"
safaried
safariing
safaris,"an overland journey by hunters (especially in Africa)"
safe,"strongbox where valuables can be safely kept","a ventilated or refrigerated cupboard for securing provisions from pests","contraceptive device consisting of a sheath of thin rubber or latex that is worn over the penis during intercourse","free from danger or the risk of harm; "a safe trip"; "you will be safe here"; "a safe place"; "a safe bet"","(of an undertaking) secure from risk","having reached a base without being put out; "the runner was called safe when the baseman dropped the ball"","financially sound; "a good investment"; "a secure investment""
safeguard,"a precautionary measure warding off impending danger or damage or injury etc.; "he put an ice pack on the injury as a precaution"; "an insurance policy is a good safeguard"; "we let our guard down"","a document or escort providing safe passage through a region especially in time of war","make safe","escort safely"
safeguarded
safeguarding
safeguards,"a precautionary measure warding off impending danger or damage or injury etc.; "he put an ice pack on the injury as a precaution"; "an insurance policy is a good safeguard"; "we let our guard down"","a document or escort providing safe passage through a region especially in time of war","make safe","escort safely"
safekeeping,"the responsibility of a guardian or keeper; "he left his car in my keeping""
safekeepings,"the responsibility of a guardian or keeper; "he left his car in my keeping""
safely,"with safety; in a safe manner; "we are safely out of there""
safeness,"the quality of being safe"
safenesses
safer
safes,"strongbox where valuables can be safely kept","a ventilated or refrigerated cupboard for securing provisions from pests","contraceptive device consisting of a sheath of thin rubber or latex that is worn over the penis during intercourse","free from danger or the risk of harm; "a safe trip"; "you will be safe here"; "a safe place"; "a safe bet"","(of an undertaking) secure from risk","having reached a base without being put out; "the runner was called safe when the baseman dropped the ball"","financially sound; "a good investment"; "a secure investment""
safest
safetied
safeties
safety,"the state of being certain that adverse effects will not be caused by some agent under defined conditions; "insure the safety of the children"; "the reciprocal of safety is risk"","a safe place; "He ran to safety"","a device designed to prevent injury or accidents","(baseball) the successful act of striking a baseball in such a way that the batter reaches base safely","contraceptive device consisting of a sheath of thin rubber or latex that is worn over the penis during intercourse","a score in American football; a player is tackled behind his own goal line"
safetying
safflower,"thistlelike Eurasian plant widely grown for its red or orange flower heads and seeds that yield a valuable oil"
safflowers,"thistlelike Eurasian plant widely grown for its red or orange flower heads and seeds that yield a valuable oil"
saffron,"Old World crocus having purple or white flowers with aromatic pungent orange stigmas used in flavoring food","dried pungent stigmas of the Old World saffron crocus","a shade of yellow tinged with orange"
saffrons,"Old World crocus having purple or white flowers with aromatic pungent orange stigmas used in flavoring food","dried pungent stigmas of the Old World saffron crocus","a shade of yellow tinged with orange"
safranin,"any of a class of chiefly red organic dyes"
safranins,"any of a class of chiefly red organic dyes"
safrol
safrole
safroles
safrols
sag,"a shape that sags; "there was a sag in the chair seat"","droop, sink, or settle from or as if from pressure or loss of tautness","cause to sag; "The children sagged their bottoms down even more comfortably""
saga,"a narrative telling the adventures of a hero or a family; originally (12th to 14th centuries) a story of the families that settled Iceland and their descendants but now any prose narrative that resembles such an account"
sagacious,"acutely insightful and wise; "much too perspicacious to be taken in by such a spurious argument"; "observant and thoughtful, he was given to asking sagacious questions"; "a source of valuable insights and sapient advice to educators"","skillful in statecraft or management; "an astute and sagacious statesman""
sagacities
sagacity,"the mental ability to understand and discriminate between relations","the trait of forming opinions by distinguishing and evaluating"
sagaman
sagamen
sagamore,"a chief of a North American tribe or confederation (especially an Algonquian chief)"
sagamores,"a chief of a North American tribe or confederation (especially an Algonquian chief)"
saganash
saganashes
sagas,"a narrative telling the adventures of a hero or a family; originally (12th to 14th centuries) a story of the families that settled Iceland and their descendants but now any prose narrative that resembles such an account"
sagbut
sagbuts
sage,"a mentor in spiritual and philosophical topics who is renowned for profound wisdom","aromatic fresh or dried grey-green leaves used widely as seasoning for meats and fowl and game etc","any of various plants of the genus Salvia; a cosmopolitan herb","having wisdom that comes with age and experience","of the grey-green color of sage leaves"
sagebrush,"any of several North American composite subshrubs of the genera Artemis or Seriphidium"
sagebrushes
sagely,"in a wise manner; "she acted wisely when she invited her parents""
sageness
sagenesses
sager
sages,"a mentor in spiritual and philosophical topics who is renowned for profound wisdom","aromatic fresh or dried grey-green leaves used widely as seasoning for meats and fowl and game etc","any of various plants of the genus Salvia; a cosmopolitan herb","having wisdom that comes with age and experience","of the grey-green color of sage leaves"
sagest
saggar
saggard
saggards
saggared
saggaring
saggars
sagged,"droop, sink, or settle from or as if from pressure or loss of tautness","cause to sag; "The children sagged their bottoms down even more comfortably""
sagger
saggered
saggering
saggers
sagging,"droop, sink, or settle from or as if from pressure or loss of tautness","cause to sag; "The children sagged their bottoms down even more comfortably"","hanging down (as from exhaustion or weakness)"
sagier
sagiest
sagittal,"located in a plane that is parallel to the central plane of the sagittal suture"
sago,"powdery starch from certain sago palms; used in Asia as a food thickener and textile stiffener"
sagos,"powdery starch from certain sago palms; used in Asia as a food thickener and textile stiffener"
sags,"a shape that sags; "there was a sag in the chair seat"","droop, sink, or settle from or as if from pressure or loss of tautness","cause to sag; "The children sagged their bottoms down even more comfortably""
saguaro,"extremely large treelike cactus of desert regions of southwestern United States having a thick columnar sparsely branched trunk bearing white flowers and edible red pulpy fruit"
saguaros,"extremely large treelike cactus of desert regions of southwestern United States having a thick columnar sparsely branched trunk bearing white flowers and edible red pulpy fruit"
sagum
sagy
sahib,"formerly a term of respect for important white Europeans in colonial India; used after the name"
sahibs,"formerly a term of respect for important white Europeans in colonial India; used after the name"
sahiwal
sahiwals
sahuaro,"extremely large treelike cactus of desert regions of southwestern United States having a thick columnar sparsely branched trunk bearing white flowers and edible red pulpy fruit"
sahuaros,"extremely large treelike cactus of desert regions of southwestern United States having a thick columnar sparsely branched trunk bearing white flowers and edible red pulpy fruit"
saice
saices
said,"express in words; "He said that he wanted to marry her"; "tell me what is bothering you"; "state your opinion"; "state your name"","report or maintain; "He alleged that he was the victim of a crime"; "He said it was too late to intervene in the war"; "The registrar says that I owe the school money"","express a supposition; "Let us say that he did not tell the truth"; "Let's say you had a lot of money--what would you do?"","have or contain a certain wording or form; "The passage reads as follows"; "What does the law say?"","give instructions to or direct somebody to do something with authority; "I said to him to go home"; "She ordered him to do the shopping"; "The mother told the child to get dressed"","speak, pronounce, or utter in a certain way; "She pronounces French words in a funny way"; "I cannot say `zip wire'"; "Can the child sound out this complicated word?"","communicate or express nonverbally; "What does this painting say?"; "Did his face say anything about how he felt?"","utter aloud; "She said `Hello' to everyone in the office"","state as one's opinion or judgement; declare; "I say let's forget this whole business"","recite or repeat a fixed text; "Say grace"; "She said her `Hail Mary'"","indicate; "The clock says noon"","being the one previously mentioned or spoken of; "works of all the aforementioned authors"; "said party has denied the charges""
saids,"express in words; "He said that he wanted to marry her"; "tell me what is bothering you"; "state your opinion"; "state your name"","report or maintain; "He alleged that he was the victim of a crime"; "He said it was too late to intervene in the war"; "The registrar says that I owe the school money"","express a supposition; "Let us say that he did not tell the truth"; "Let's say you had a lot of money--what would you do?"","have or contain a certain wording or form; "The passage reads as follows"; "What does the law say?"","give instructions to or direct somebody to do something with authority; "I said to him to go home"; "She ordered him to do the shopping"; "The mother told the child to get dressed"","speak, pronounce, or utter in a certain way; "She pronounces French words in a funny way"; "I cannot say `zip wire'"; "Can the child sound out this complicated word?"","communicate or express nonverbally; "What does this painting say?"; "Did his face say anything about how he felt?"","utter aloud; "She said `Hello' to everyone in the office"","state as one's opinion or judgement; declare; "I say let's forget this whole business"","recite or repeat a fixed text; "Say grace"; "She said her `Hail Mary'"","indicate; "The clock says noon"","being the one previously mentioned or spoken of; "works of all the aforementioned authors"; "said party has denied the charges""
saiga,"goat-like antelope of central Eurasia having a stubby nose like a proboscis"
saigas,"goat-like antelope of central Eurasia having a stubby nose like a proboscis"
sail,"a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel","an ocean trip taken for pleasure","any structure that resembles a sail","traverse or travel on (a body of water); "We sailed the Atlantic"; "He sailed the Pacific all alone"","move with sweeping, effortless, gliding motions; "The diva swept into the room"; "Shreds of paper sailed through the air"; "The searchlights swept across the sky"","travel on water propelled by wind; "I love sailing, especially on the open sea"; "the ship sails on"","travel on water propelled by wind or by other means; "The QE2 will sail to Southampton tomorrow""
sailable
sailboat,"a small sailing vessel; usually with a single mast"
sailboats,"a small sailing vessel; usually with a single mast"
sailed
sailer
sailers
sailfish,"a saltwater fish with lean flesh","large pelagic game fish having an elongated upper jaw and long dorsal fin that resembles a sail"
sailfishes,"a saltwater fish with lean flesh","large pelagic game fish having an elongated upper jaw and long dorsal fin that resembles a sail"
sailing,"the work of a sailor","riding in a sailboat","the departure of a vessel from a port","the activity of flying a glider"
sailings,"the work of a sailor","riding in a sailboat","the departure of a vessel from a port","the activity of flying a glider"
sailor,"any member of a ship's crew","a serviceman in the navy","a stiff hat made of straw with a flat crown"
sailorly
sailors,"any member of a ship's crew","a serviceman in the navy","a stiff hat made of straw with a flat crown"
sails,"a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel","an ocean trip taken for pleasure","any structure that resembles a sail","traverse or travel on (a body of water); "We sailed the Atlantic"; "He sailed the Pacific all alone"","move with sweeping, effortless, gliding motions; "The diva swept into the room"; "Shreds of paper sailed through the air"; "The searchlights swept across the sky"","travel on water propelled by wind; "I love sailing, especially on the open sea"; "the ship sails on"","travel on water propelled by wind or by other means; "The QE2 will sail to Southampton tomorrow""
sain
sained
sainfoin,"Eurasian perennial herb having pale pink flowers and curved pods; naturalized in Britain and North America grasslands on calcareous soils; important forage crop and source of honey in Britain"
sainfoins,"Eurasian perennial herb having pale pink flowers and curved pods; naturalized in Britain and North America grasslands on calcareous soils; important forage crop and source of honey in Britain"
saining
sains
saint,"a person who has died and has been declared a saint by canonization","person of exceptional holiness","model of excellence or perfection of a kind; one having no equal","hold sacred","declare (a dead person) to be a saint; "After he was shown to have performed a miracle, the priest was canonized""
saintdom
saintdoms
sainted,"marked by utter benignity; resembling or befitting an angel or saint; "angelic beneficence"; "a beatific smile"; "a saintly concern for his fellow men"; "my sainted mother""
sainthood,"saints collectively","the status and dignity of a saint"
sainthoods,"saints collectively","the status and dignity of a saint"
sainting
saintlier
saintliest
saintliness,"the quality of resembling a saint"
saintlinesses
saintly,"marked by utter benignity; resembling or befitting an angel or saint; "angelic beneficence"; "a beatific smile"; "a saintly concern for his fellow men"; "my sainted mother""
saints,"a person who has died and has been declared a saint by canonization","person of exceptional holiness","model of excellence or perfection of a kind; one having no equal","hold sacred","declare (a dead person) to be a saint; "After he was shown to have performed a miracle, the priest was canonized""
saith
saithe
saiyid
saiyids
sajou
sajous
sake,"a reason for wanting something done; "for your sake"; "died for the sake of his country"; "in the interest of safety"; "in the common interest"","Japanese alcoholic beverage made from fermented rice; usually served hot","the purpose of achieving or obtaining; "for the sake of argument""
saker
sakers
sakes,"a reason for wanting something done; "for your sake"; "died for the sake of his country"; "in the interest of safety"; "in the common interest"","Japanese alcoholic beverage made from fermented rice; usually served hot","the purpose of achieving or obtaining; "for the sake of argument""
saki,"British writer of short stories (1870-1916)","Japanese alcoholic beverage made from fermented rice; usually served hot","small arboreal monkey of tropical South America with long hair and bushy nonprehensile tail"
sakis,"British writer of short stories (1870-1916)","Japanese alcoholic beverage made from fermented rice; usually served hot","small arboreal monkey of tropical South America with long hair and bushy nonprehensile tail"
sal
salaam,"a deep bow; a Muslim form of salutation","greet with a salaam"
salaamed
salaaming
salaams,"a deep bow; a Muslim form of salutation","greet with a salaam"
salable,"capable of being sold; fit for sale; "saleable at a low price""
salably
salacious,"characterized by lust; "eluding the lubricious embraces of her employer"; "her sensuous grace roused his lustful nature"; "prurient literature"; "prurient thoughts"; "a salacious rooster of a little man"","suggestive of or tending to moral looseness; "lewd whisperings of a dirty old man"; "an indecent gesture"; "obscene telephone calls"; "salacious limericks""
salacities
salacity,"the trait of behaving in an obscene manner"
salad,"food mixtures either arranged on a plate or tossed and served with a moist dressing; usually consisting of or including greens"
saladang
saladangs
salads,"food mixtures either arranged on a plate or tossed and served with a moist dressing; usually consisting of or including greens"
salamander,"any of various typically terrestrial amphibians that resemble lizards and that return to water only to breed","reptilian creature supposed to live in fire","fire iron consisting of a metal rod with a handle; used to stir a fire"
salamanders,"any of various typically terrestrial amphibians that resemble lizards and that return to water only to breed","reptilian creature supposed to live in fire","fire iron consisting of a metal rod with a handle; used to stir a fire"
salami,"highly seasoned fatty sausage of pork and beef usually dried"
salamis,"highly seasoned fatty sausage of pork and beef usually dried"
salariat
salariats
salaried,"receiving a salary; "salaried members of the staff"","receiving or eligible for compensation; "salaried workers"; "a stipendiary magistrate"","for which money is paid; "a paying job"; "remunerative work"; "salaried employment"; "stipendiary services""
salaries
salary,"something that remunerates; "wages were paid by check"; "he wasted his pay on drink"; "they saved a quarter of all their earnings""
salarying
sale,"a particular instance of selling; "he has just made his first sale"; "they had to complete the sale before the banks closed"","the general activity of selling; "they tried to boost sales"; "laws limit the sale of handguns"","an occasion (usually brief) for buying at specially reduced prices; "they held a sale to reduce their inventory"; "I got some great bargains at their annual sale"","the state of being purchasable; offered or exhibited for selling; "you'll find vitamin C for sale at most pharmacies"; "the new line of cars will soon be on sale"","an agreement (or contract) in which property is transferred from the seller (vendor) to the buyer (vendee) for a fixed price in money (paid or agreed to be paid by the buyer); "the salesman faxed the sales agreement to his home office""
saleable,"capable of being sold; fit for sale; "saleable at a low price""
saleably
salep
saleps
saleroom,"an area where merchandise (such as cars) can be displayed; "in Britain a showroom is called a salesroom""
salerooms,"an area where merchandise (such as cars) can be displayed; "in Britain a showroom is called a salesroom""
sales,"income (at invoice values) received for goods and services over some given period of time"
salesman,"a man salesperson"
salesmen
saleswoman,"a woman salesperson"
saleswomen
salic
salicin
salicine
salicines
salicins
salience,"the state of being salient"
saliences,"the state of being salient"
saliencies
saliency,"the state of being salient"
salient,"(military) the part of the line of battle that projects closest to the enemy","having a quality that thrusts itself into attention; "an outstanding fact of our time is that nations poisoned by anti semitism proved less fortunate in regard to their own freedom"; "a new theory is the most prominent feature of the book"; "salient traits"; "a spectacular rise in prices"; "a striking thing about Picadilly Circus is the statue of Eros in the center"; "a striking resemblance between parent and child"","(of angles) pointing outward at an angle of less than 180 degrees","represented as leaping (rampant but leaning forward)"
